StudentId,Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,IsDropout,MaritalStatusLabel,ApplicationModeLabel,CourseLabel,PreviousQualificationLabel,Daytime_evening_attendanceLabel,DisplacedLabel,Educational_special_needsLabel,DebtorLabel,Tuition_fees_up_to_dateLabel,GenderLabel,Scholarship_holderLabel,InternationalLabel,ApplicationChoiceGroup,AgeGroup,AdmissionGradeBand,FirstSemApprovalRate,FirstSemApprovalBand,FirstSemGradeBand,Tuition_fees_up_to_date_label,Scholarship_holder_label,Debtor_label,Daytime_evening_attendance_label,First_sem_approval_band,Age_group,Course_label
4190,1,42,1,9254,1,1,154.0,1,38,37,1,1,154.0,1,0,0,1,0,0,28,0,8,14,22,12,12.333333333333334,0,3,12,20,8,12.0,0,9.4,-0.8,-3.12,Graduate,0,Single,Transfer,Tourism,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,25-34,140-<160,0.8571428571428571,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,25-34,9254
4191,1,43,1,9991,0,39,160.0,1,37,37,9,9,160.0,0,0,0,1,0,0,24,0,3,10,16,3,11.666666666666666,0,3,10,24,6,11.833333333333334,0,9.4,-0.8,-3.12,Dropout,1,Single,Change of course,Management (evening),Technological specialization,Evening,No,No,No,Up to date,Female,No,No,2nd-3rd choice,21-24,160+,0.3,1-<50%,Below 12,Up to date,No scholarship,Not debtor,Evening,Below 50%,21-24,9991
4192,1,44,1,9085,1,39,140.0,1,1,39,3,9,140.0,1,0,0,1,0,0,20,0,1,6,9,6,12.666666666666666,0,1,6,10,4,11.5,0,13.9,-0.3,0.79,Enrolled,0,Single,Technological specialization,Veterinary Nursing,Technological specialization,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,140-<160,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9085
4193,1,17,2,9853,1,1,150.0,1,37,37,5,6,132.5,1,0,0,1,0,0,22,0,0,6,9,4,12.25,0,0,6,8,5,11.6,0,10.8,1.4,1.74,Enrolled,0,Single,2nd phase - general,Basic Education,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,21-24,120-<140,0.6666666666666666,50-<80%,12-<14,Up to date,No scholarship,Not debtor,Daytime,50-79%,21-24,9853
4194,1,17,2,9254,1,1,141.0,1,1,4,4,4,127.7,0,0,0,1,0,1,18,0,0,6,7,6,11.285714285714286,0,0,6,9,4,13.5,0,16.2,0.3,-0.92,Graduate,0,Single,2nd phase - general,Tourism,Secondary education,Daytime,No,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,Below 12,Up to date,Scholarship,Not debtor,Daytime,80-100%,<=20,9254
4195,1,1,5,9147,1,1,122.0,1,38,38,9,9,117.5,1,0,1,0,0,0,22,0,0,5,12,2,11.5,0,0,5,12,0,0.0,0,12.7,3.7,-1.7,Dropout,1,Single,1st phase - general,Management,Secondary education,Daytime,Yes,No,Yes,Not up to date,Female,No,No,4th-6th choice,21-24,<120,0.4,1-<50%,Below 12,Not up to date,No scholarship,Debtor,Daytime,Below 50%,21-24,9147
4196,1,1,5,9254,1,1,120.0,1,37,37,9,7,127.0,1,0,0,1,0,1,18,0,0,6,10,6,11.666666666666666,0,0,6,10,4,12.25,0,9.4,-0.8,-3.12,Graduate,0,Single,1st phase - general,Tourism,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,4th-6th choice,17-20,120-<140,1.0,80-100%,Below 12,Up to date,Scholarship,Not debtor,Daytime,80-100%,<=20,9254
4197,1,1,1,9500,1,1,139.0,1,19,37,5,5,125.5,0,0,0,1,0,1,21,0,0,8,8,7,13.514285714285714,0,0,8,8,7,13.514285714285714,0,12.7,3.7,-1.7,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,No,No,No,Up to date,Female,Yes,No,2nd-3rd choice,21-24,120-<140,0.875,80-100%,12-<14,Up to date,Scholarship,Not debtor,Daytime,80-100%,21-24,9500
4198,1,17,6,9773,1,1,138.0,1,1,1,4,2,140.5,1,0,0,1,0,0,19,0,0,6,7,6,13.0,0,0,6,9,6,13.714285714285714,0,7.6,2.6,0.32,Graduate,0,Single,2nd phase - general,Journalism and Communication,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,7th-10th choice,17-20,140-<160,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9773
4199,1,5,1,9853,1,1,119.0,1,1,38,5,8,118.3,1,0,0,1,0,0,22,0,0,6,11,3,15.0,0,0,6,11,4,10.25,0,9.4,-0.8,-3.12,Enrolled,0,Single,1st phase - Azores,Basic Education,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,21-24,<120,0.5,50-<80%,14-<16,Up to date,No scholarship,Not debtor,Daytime,Below 50%,21-24,9853
4200,1,1,1,9500,1,1,129.0,1,38,38,5,5,120.8,1,0,0,1,0,1,20,0,0,8,8,7,12.744285714285716,0,0,8,8,7,12.744285714285716,0,10.8,1.4,1.74,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,120-<140,0.875,80-100%,12-<14,Up to date,Scholarship,Not debtor,Daytime,80-100%,<=20,9500
4201,1,1,1,9147,1,1,133.1,1,37,37,191,154,95.0,0,0,0,1,0,0,20,0,0,5,10,4,11.75,0,0,5,8,5,11.8,0,11.1,0.6,2.02,Graduate,0,Single,1st phase - general,Management,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,<120,0.8,80-100%,Below 12,Up to date,No scholarship,Not debtor,Daytime,50-79%,<=20,9147
4202,1,17,1,8014,0,1,125.0,1,37,37,5,6,122.2,1,0,1,1,0,0,19,0,0,6,6,6,12.166666666666666,0,0,6,7,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,0,Single,2nd phase - general,Social Service (evening),Secondary education,Evening,Yes,No,Yes,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14,Up to date,No scholarship,Debtor,Evening,80-100%,<=20,8014
4203,1,17,1,171,1,1,125.0,1,1,1,7,3,143.9,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled,0,Single,2nd phase - general,Animation and Multimedia Design,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,140-<160,,No units enrolled,No recorded grade,Up to date,No scholarship,Not debtor,Daytime,No enrolled units,<=20,171
4204,1,1,2,9070,1,1,137.0,1,19,38,9,9,127.2,1,0,0,1,0,1,20,0,1,6,9,5,13.4,1,0,6,9,6,12.375,0,13.9,-0.3,0.79,Graduate,0,Single,1st phase - general,Communication Design,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,120-<140,0.8333333333333334,80-100%,12-<14,Up to date,Scholarship,Not debtor,Daytime,80-100%,<=20,9070
4205,1,1,1,9238,1,1,123.0,1,34,38,0,7,120.2,1,0,0,1,0,0,20,0,0,6,9,5,11.8,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout,1,Single,1st phase - general,Social Service,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,0.8333333333333334,80-100%,Below 12,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9238
4206,1,1,3,9500,1,1,154.0,1,1,37,4,9,134.8,1,0,0,1,0,0,19,0,0,7,7,6,13.533333333333331,0,0,7,7,6,13.533333333333331,0,7.6,2.6,0.32,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,4th-6th choice,17-20,120-<140,0.8571428571428571,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9500
4207,1,1,1,9254,1,1,144.0,1,19,19,9,9,142.6,1,0,0,1,0,1,18,0,0,6,7,6,14.166666666666666,0,0,6,10,4,14.0,0,15.5,2.8,-4.06,Graduate,0,Single,1st phase - general,Tourism,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,140-<160,1.0,80-100%,14-<16,Up to date,Scholarship,Not debtor,Daytime,80-100%,<=20,9254
4208,1,1,1,9500,1,1,153.0,1,38,37,7,8,147.9,0,0,0,1,0,1,18,0,0,7,7,7,14.652857142857142,0,0,8,9,8,14.755555555555556,0,12.4,0.5,1.79,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,No,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,140-<160,1.0,80-100%,14-<16,Up to date,Scholarship,Not debtor,Daytime,80-100%,<=20,9500
4209,1,1,1,171,1,1,152.0,1,1,38,4,9,160.4,1,0,0,0,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,1,Single,1st phase - general,Animation and Multimedia Design,Secondary education,Daytime,Yes,No,No,Not up to date,Female,No,No,2nd-3rd choice,17-20,160+,,No units enrolled,No recorded grade,Not up to date,No scholarship,Not debtor,Daytime,No enrolled units,<=20,171
4210,1,1,1,9147,1,1,150.0,103,37,37,9,9,134.6,0,0,0,1,1,0,20,1,0,5,5,5,13.6,0,0,5,7,5,13.0,0,9.4,-0.8,-3.12,Graduate,0,Single,1st phase - general,Management,Secondary education,Daytime,No,No,No,Up to date,Male,No,Yes,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9147
4211,1,1,1,9254,1,1,129.0,1,19,1,3,7,121.0,0,0,0,1,0,1,22,0,0,6,9,6,12.833333333333334,0,0,6,6,4,13.25,0,16.2,0.3,-0.92,Graduate,0,Single,1st phase - general,Tourism,Secondary education,Daytime,No,No,No,Up to date,Female,Yes,No,2nd-3rd choice,21-24,120-<140,1.0,80-100%,12-<14,Up to date,Scholarship,Not debtor,Daytime,80-100%,21-24,9254
4212,1,1,1,9238,1,1,150.0,1,19,37,5,4,142.7,1,0,0,1,0,1,18,0,0,6,6,6,14.666666666666666,0,0,6,6,6,15.166666666666666,0,9.4,-0.8,-3.12,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,140-<160,1.0,80-100%,14-<16,Up to date,Scholarship,Not debtor,Daytime,80-100%,<=20,9238
4213,1,17,2,9773,1,1,125.0,1,1,1,4,8,115.6,1,0,0,1,0,0,19,0,0,6,6,6,13.333333333333334,0,0,6,6,6,14.666666666666666,0,12.4,0.5,1.79,Graduate,0,Single,2nd phase - general,Journalism and Communication,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,<120,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9773
4214,1,1,1,9238,1,1,133.1,1,19,37,9,9,130.0,0,0,0,0,0,1,20,0,0,6,10,5,13.4,0,0,6,9,5,11.4,0,10.8,1.4,1.74,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,No,No,No,Not up to date,Female,Yes,No,2nd-3rd choice,17-20,120-<140,0.8333333333333334,80-100%,12-<14,Not up to date,Scholarship,Not debtor,Daytime,80-100%,<=20,9238
4215,1,1,2,9500,1,1,140.0,1,38,37,5,6,124.3,1,0,0,1,0,1,19,0,0,7,9,7,13.3125,0,0,8,8,8,15.6375,0,13.9,-0.3,0.79,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14,Up to date,Scholarship,Not debtor,Daytime,80-100%,<=20,9500
4216,1,1,1,171,1,1,140.0,1,19,37,5,6,137.9,1,0,1,0,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8.9,1.4,3.51,Dropout,1,Single,1st phase - general,Animation and Multimedia Design,Secondary education,Daytime,Yes,No,Yes,Not up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,,No units enrolled,No recorded grade,Not up to date,No scholarship,Debtor,Daytime,No enrolled units,<=20,171
4217,1,1,6,9773,1,1,133.1,1,1,37,3,3,100.0,1,0,1,0,0,0,20,0,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout,1,Single,1st phase - general,Journalism and Communication,Secondary education,Daytime,Yes,No,Yes,Not up to date,Female,No,No,7th-10th choice,17-20,<120,0.0,0%,No recorded grade,Not up to date,No scholarship,Debtor,Daytime,No approved units,<=20,9773
4218,1,1,2,9773,1,1,132.0,1,1,2,9,3,128.2,1,0,0,1,0,1,19,0,0,6,7,6,12.333333333333334,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,Graduate,0,Single,1st phase - general,Journalism and Communication,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14,Up to date,Scholarship,Not debtor,Daytime,80-100%,<=20,9773
4219,1,17,3,9773,1,1,135.0,1,1,19,5,7,135.0,0,0,0,1,0,0,18,0,0,6,6,6,13.5,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Enrolled,0,Single,2nd phase - general,Journalism and Communication,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,4th-6th choice,17-20,120-<140,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9773
4220,1,16,4,9238,1,1,135.0,1,37,37,9,9,121.0,1,0,0,1,0,0,18,0,0,6,8,5,13.0,0,0,6,7,6,11.833333333333334,0,10.8,1.4,1.74,Graduate,0,Single,1st phase - Madeira,Social Service,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,4th-6th choice,17-20,120-<140,0.8333333333333334,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9238
4221,1,1,1,9670,1,1,133.1,1,34,38,0,4,147.0,0,0,0,1,0,0,22,0,0,5,6,2,12.5,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,1,Single,1st phase - general,Advertising and Marketing Management,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,21-24,140-<160,0.4,1-<50%,12-<14,Up to date,No scholarship,Not debtor,Daytime,Below 50%,21-24,9670
4222,1,1,1,9238,1,1,168.0,1,37,37,9,9,149.5,0,0,0,1,0,0,18,0,0,6,10,6,17.0,0,0,6,11,6,16.0,0,12.4,0.5,1.79,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,140-<160,1.0,80-100%,16-20,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9238
4223,1,1,1,9238,1,1,143.0,1,19,1,9,9,144.4,1,0,0,1,0,0,20,0,0,6,7,6,13.5,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,140-<160,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9238
4224,1,17,2,9254,1,1,116.0,1,19,38,5,5,116.0,1,0,0,1,0,0,19,0,0,6,7,6,12.714285714285714,0,0,6,6,6,11.833333333333334,0,8.9,1.4,3.51,Graduate,0,Single,2nd phase - general,Tourism,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,<120,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9254
4225,1,43,1,9500,1,1,134.0,1,38,19,5,8,120.7,0,0,0,1,0,1,19,0,0,7,9,6,13.0,0,0,8,11,8,13.927272727272726,0,16.2,0.3,-0.92,Graduate,0,Single,Change of course,Nursing,Secondary education,Daytime,No,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,120-<140,0.8571428571428571,80-100%,12-<14,Up to date,Scholarship,Not debtor,Daytime,80-100%,<=20,9500
4226,1,44,1,9238,1,39,140.0,1,38,19,5,0,141.8,0,0,0,1,0,0,21,0,3,6,7,6,12.571428571428571,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduate,0,Single,Technological specialization,Social Service,Technological specialization,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,21-24,140-<160,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,21-24,9238
4227,1,17,2,8014,0,1,133.0,1,19,1,5,5,119.7,1,0,0,1,0,1,19,0,0,6,10,4,11.5,0,0,6,11,6,11.5,0,9.4,-0.8,-3.12,Dropout,1,Single,2nd phase - general,Social Service (evening),Secondary education,Evening,Yes,No,No,Up to date,Female,Yes,No,2nd-3rd choice,17-20,<120,0.6666666666666666,50-<80%,Below 12,Up to date,Scholarship,Not debtor,Evening,50-79%,<=20,8014
4228,1,1,6,9238,1,1,125.0,1,38,1,7,4,118.4,1,0,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,Graduate,0,Single,1st phase - general,Social Service,Secondary education,Daytime,Yes,No,No,Up to date,Female,Yes,No,7th-10th choice,17-20,<120,1.0,80-100%,12-<14,Up to date,Scholarship,Not debtor,Daytime,80-100%,<=20,9238
4229,2,39,1,8014,0,1,133.1,1,37,37,5,4,134.5,0,0,0,1,0,0,45,0,0,6,8,5,13.6,0,0,6,7,5,13.0,0,15.5,2.8,-4.06,Enrolled,0,Married,Over 23 years old,Social Service (evening),Secondary education,Evening,No,No,No,Up to date,Female,No,No,2nd-3rd choice,35+,120-<140,0.8333333333333334,80-100%,12-<14,Up to date,No scholarship,Not debtor,Evening,80-100%,35+,8014
4230,2,39,1,9085,1,1,133.1,1,36,36,99,5,128.2,0,0,0,0,0,1,28,0,0,5,14,1,12.0,3,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout,1,Married,Over 23 years old,Veterinary Nursing,Secondary education,Daytime,No,No,No,Not up to date,Female,Yes,No,2nd-3rd choice,25-34,120-<140,0.2,1-<50%,12-<14,Not up to date,Scholarship,Not debtor,Daytime,Below 50%,25-34,9085
4231,2,43,1,9500,1,1,137.0,1,3,3,2,2,115.0,0,0,0,1,0,0,28,0,0,7,8,7,14.95,0,0,8,8,8,14.7375,0,13.9,-0.3,0.79,Graduate,0,Married,Change of course,Nursing,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,25-34,<120,1.0,80-100%,14-<16,Up to date,No scholarship,Not debtor,Daytime,80-100%,25-34,9500
4232,1,39,1,9991,0,1,140.0,1,38,19,9,5,130.0,0,0,1,1,0,0,25,0,0,5,10,4,11.25,0,0,5,9,4,12.0,0,12.7,3.7,-1.7,Enrolled,0,Single,Over 23 years old,Management (evening),Secondary education,Evening,No,No,Yes,Up to date,Female,No,No,2nd-3rd choice,25-34,120-<140,0.8,80-100%,Below 12,Up to date,No scholarship,Debtor,Evening,50-79%,25-34,9991
4233,1,43,1,9670,1,1,134.0,1,1,38,4,4,120.7,0,0,1,0,0,0,19,0,0,6,13,3,10.666666666666666,0,0,6,6,4,12.25,0,15.5,2.8,-4.06,Dropout,1,Single,Change of course,Advertising and Marketing Management,Secondary education,Daytime,No,No,Yes,Not up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,0.5,50-<80%,Below 12,Not up to date,No scholarship,Debtor,Daytime,Below 50%,<=20,9670
4234,1,1,5,9500,1,1,139.0,1,38,38,9,5,130.5,1,0,0,1,0,0,19,0,0,8,8,7,14.992857142857142,0,0,8,8,7,14.992857142857142,0,10.8,1.4,1.74,Graduate,0,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,4th-6th choice,17-20,120-<140,0.875,80-100%,14-<16,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9500
4235,1,1,2,9147,1,1,113.0,1,38,38,9,5,107.4,1,0,0,1,1,0,20,0,0,5,12,3,10.5,0,0,5,10,4,11.25,0,12.4,0.5,1.79,Enrolled,0,Single,1st phase - general,Management,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,2nd-3rd choice,17-20,<120,0.6,50-<80%,Below 12,Up to date,No scholarship,Not debtor,Daytime,50-79%,<=20,9147
4236,1,1,3,9238,1,1,133.1,1,1,1,9,9,100.0,1,0,0,1,1,0,22,0,0,6,6,4,11.25,0,0,6,7,3,11.0,0,8.9,1.4,3.51,Enrolled,0,Single,1st phase - general,Social Service,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,4th-6th choice,21-24,<120,0.6666666666666666,50-<80%,Below 12,Up to date,No scholarship,Not debtor,Daytime,50-79%,21-24,9238
4237,1,43,1,9773,1,1,132.0,1,38,19,9,9,125.0,1,0,0,1,1,1,20,0,0,6,6,6,12.333333333333334,0,0,6,7,6,14.0,0,12.4,0.5,1.79,Graduate,0,Single,Change of course,Journalism and Communication,Secondary education,Daytime,Yes,No,No,Up to date,Male,Yes,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,12-<14,Up to date,Scholarship,Not debtor,Daytime,80-100%,<=20,9773
4238,1,1,4,9500,1,1,127.0,1,19,37,7,7,121.5,1,0,0,1,1,0,20,0,0,7,7,6,13.016666666666666,0,0,7,7,6,13.016666666666666,0,7.6,2.6,0.32,Enrolled,0,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,No,Up to date,Male,No,No,4th-6th choice,17-20,120-<140,0.8571428571428571,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9500
4239,1,1,1,9085,1,1,123.0,1,38,19,4,90,127.2,0,0,1,0,1,0,20,0,0,5,7,3,11.333333333333334,0,0,5,8,2,11.5,0,7.6,2.6,0.32,Dropout,1,Single,1st phase - general,Veterinary Nursing,Secondary education,Daytime,No,No,Yes,Not up to date,Male,No,No,2nd-3rd choice,17-20,120-<140,0.6,50-<80%,Below 12,Not up to date,No scholarship,Debtor,Daytime,50-79%,<=20,9085
4240,1,39,1,9085,1,40,130.0,1,3,2,3,2,160.0,1,0,0,1,0,0,27,0,0,6,7,6,16.142857142857142,0,0,6,7,6,14.666666666666666,0,13.9,-0.3,0.79,Graduate,0,Single,Over 23 years old,Veterinary Nursing,Degree first cycle,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,25-34,160+,1.0,80-100%,16-20,Up to date,No scholarship,Not debtor,Daytime,80-100%,25-34,9085
4241,1,51,1,9085,1,1,125.0,1,1,1,9,4,120.0,0,0,0,1,0,0,22,0,0,6,8,6,14.833333333333334,0,0,6,10,5,13.833333333333334,0,11.1,0.6,2.02,Graduate,0,Single,Change institution/course,Veterinary Nursing,Secondary education,Daytime,No,No,No,Up to date,Female,No,No,2nd-3rd choice,21-24,120-<140,1.0,80-100%,14-<16,Up to date,No scholarship,Not debtor,Daytime,80-100%,21-24,9085
4242,1,1,3,9500,1,1,140.0,1,37,37,9,9,141.5,1,0,1,0,0,0,19,0,0,8,8,7,13.327142857142857,0,0,8,8,7,13.327142857142857,0,10.8,1.4,1.74,Dropout,1,Single,1st phase - general,Nursing,Secondary education,Daytime,Yes,No,Yes,Not up to date,Female,No,No,4th-6th choice,17-20,140-<160,0.875,80-100%,12-<14,Not up to date,No scholarship,Debtor,Daytime,80-100%,<=20,9500
4243,1,17,1,9238,1,1,111.0,1,19,38,3,3,111.4,1,0,0,0,0,0,19,0,0,6,13,4,11.0,0,0,6,13,2,11.5,0,12.7,3.7,-1.7,Dropout,1,Single,2nd phase - general,Social Service,Secondary education,Daytime,Yes,No,No,Not up to date,Female,No,No,2nd-3rd choice,17-20,<120,0.6666666666666666,50-<80%,Below 12,Not up to date,No scholarship,Not debtor,Daytime,50-79%,<=20,9238
4244,1,1,1,9070,1,1,132.0,1,4,39,2,2,136.6,1,0,0,1,0,0,18,0,1,6,10,6,11.714285714285714,1,0,6,15,6,10.375,0,13.9,-0.3,0.79,Enrolled,0,Single,1st phase - general,Communication Design,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,120-<140,1.0,80-100%,Below 12,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,9070
4245,1,1,1,171,1,1,150.0,1,3,3,2,5,154.6,1,0,0,1,0,0,19,0,6,12,13,12,12.333333333333334,0,4,11,12,10,12.727272727272728,0,8.9,1.4,3.51,Dropout,1,Single,1st phase - general,Animation and Multimedia Design,Secondary education,Daytime,Yes,No,No,Up to date,Female,No,No,2nd-3rd choice,17-20,140-<160,1.0,80-100%,12-<14,Up to date,No scholarship,Not debtor,Daytime,80-100%,<=20,171
4246,1,18,4,9853,1,1,118.0,1,19,37,9,6,111.4,1,0,1,0,0,0,20,0,0,7,9,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,1,Single,3rd phase - general,Basic Education,Secondary education,Daytime,Yes,No,Yes,Not up to date,Female,No,No,4th-6th choice,17-20,<120,0.0,0%,No recorded grade,Not up to date,No scholarship,Debtor,Daytime,No approved units,<=20,9853
4247,2,43,1,9991,0,1,150.0,1,38,19,3,3,120.1,0,0,0,0,0,0,39,0,11,15,15,12,11.916666666666666,0,8,13,14,8,11.25,0,10.8,1.4,1.74,Dropout,1,Married,Change of course,Management (evening),Secondary education,Evening,No,No,No,Not up to date,Female,No,No,2nd-3rd choice,35+,120-<140,0.8,80-100%,Below 12,Not up to date,No scholarship,Not debtor,Evening,50-79%,35+,9991
4248,2,39,2,8014,0,19,100.0,1,37,37,4,7,100.0,0,0,1,1,0,0,37,0,0,6,9,6,11.833333333333334,0,0,6,7,6,11.0,0,7.6,2.6,0.32,Graduate,0,Married,Over 23 years old,Social Service (evening),Basic education 3rd cycle,Evening,No,No,Yes,Up to date,Female,No,No,2nd-3rd choice,35+,<120,1.0,80-100%,Below 12,Up to date,No scholarship,Debtor,Evening,80-100%,35+,8014
4249,2,39,1,9500,1,3,130.0,1,1,1,4,6,140.0,0,0,1,0,0,0,30,0,3,7,11,3,12.333333333333334,0,3,7,9,3,11.666666666666666,0,13.9,-0.3,0.79,Dropout,1,Married,Over 23 years old,Nursing,Degree,Daytime,No,No,Yes,Not up to date,Female,No,No,2nd-3rd choice,25-34,140-<160,0.4285714285714285,1-<50%,12-<14,Not up to date,No scholarship,Debtor,Daytime,Below 50%,25-34,9500
4250,2,43,1,9991,0,3,130.0,1,37,37,9,9,130.0,0,0,0,1,0,0,41,0,5,10,11,10,14.3,0,5,10,10,10,14.2,0,12.7,3.7,-1.7,Graduate,0,Married,Change of course,Management (evening),Degree,Evening,No,No,No,Up to date,Female,No,No,2nd-3rd choice,35+,120-<140,1.0,80-100%,14-<16,Up to date,No scholarship,Not debtor,Evening,80-100%,35+,9991
